Clone ID,Mating Type /Het /Hom,Rec Number,SystematicName,SGD ID,Gene ID,Gene Symbol,Gene Description,SGD Description,transOMIC PRC,,
Mat-alpha-YJL196C  ,Mat-alpha,17021,YJL196C  ,S000003732,853243,ELO1,"Elongase I, medium-chain acyl elongase; catalyzes carboxy-terminal elongation of unsaturated C12-C16 fatty acyl-CoAs to C16-C18 fatty acids; ELO1 has a paralog, FEN1, that arose from the whole genome duplication",,MatAlpha_143_E4,,
Mat-alpha-YJL200C  ,Mat-alpha,17022,YJL200C  ,S000003736,853230,ACO2,"Putative mitochondrial aconitase isozyme; similarity to Aco1p, an aconitase required for the TCA cycle; expression induced during growth on glucose, by amino acid starvation via Gcn4p, and repressed on ethanol",,MatAlpha_143_E5,,
Mat-alpha-YJL206C  ,Mat-alpha,17024,YJL206C  ,S000003741,853224,YJL206C,"Putative protein of unknown function; similar to transcriptional regulators from the Zn[2]-Cys[6] binuclear cluster protein family; mRNA is weakly cell cycle regulated, peaking in S phase; induced rapidly upon MMS treatment",,MatAlpha_143_E6,,
Mat-alpha-YJL213W  ,Mat-alpha,17025,YJL213W  ,S000003749,853217,YJL213W,"Protein of unknown function that may interact with ribosomes; periodically expressed during the yeast metabolic cycle; phosphorylated in vitro by the mitotic exit network (MEN) kinase complex, Dbf2p/Mob1p",,MatAlpha_143_E7,,
Mat-alpha-YKL096W-A,Mat-alpha,17026,YKL096W-A,S000001956,853765,CWP2,"Covalently linked cell wall mannoprotein, major constituent of the cell wall; plays a role in stabilizing the cell wall; involved in low pH resistance; precursor is GPI-anchored",,MatAlpha_143_E8,,
Mat-alpha-YKL115C  ,Mat-alpha,17027,YKL115C  ,S000001598,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene PRR1",MatAlpha_143_E9,,
Mat-alpha-YKL202W  ,Mat-alpha,17035,YKL202W  ,S000001685,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",MatAlpha_143_F1,,
Mat-alpha-YKR029C  ,Mat-alpha,17046,YKR029C  ,S000001737,853900,SET3,"Defining member of the SET3 histone deacetylase complex which is a meiosis-specific repressor of sporulation genes; necessary for efficient transcription by RNAPII; one of two yeast proteins that contains both SET and PHD domains; SET3 has a paralog, SET4, that arose from the whole genome duplication",,MatAlpha_143_F10,,
Mat-alpha-YKR034W  ,Mat-alpha,17047,YKR034W  ,S000001742,853904,DAL80,"Negative regulator of genes in multiple nitrogen degradation pathways; expression is regulated by nitrogen levels and by Gln3p; member of the GATA-binding family, forms homodimers and heterodimers with Gzf3p; DAL80 has a paralog, GZF3, that arose from the whole genome duplication",,MatAlpha_143_F11,,
Mat-alpha-YKR036C  ,Mat-alpha,17048,YKR036C  ,S000001744,853908,CAF4,"WD40 repeat-containing protein associated with the CCR4-NOT complex; interacts in a Ccr4p-dependent manner with Ssn2p; also interacts with Fis1p, Mdv1p and Dnm1p and plays a role in mitochondrial fission; CAF4 has a paralog, MDV1, that arose from the whole genome duplication",,MatAlpha_143_F12,,
Mat-alpha-YKL204W  ,Mat-alpha,17036,YKL204W  ,S000001687,853631,EAP1,"eIF4E-associated protein, competes with eIF4G for binding to eIF4E; accelerates mRNA degradation by promoting decapping, facilitated by interaction with eIF4E; essential for Puf5p mediated repression; associates with Puf5p and Dhh1p; inhibits cap-dependent translation; functions independently of eIF4E to maintain genetic stability; plays a role in cell growth, implicated in the TOR signaling cascade",,MatAlpha_143_F2,,
Mat-alpha-YKL215C  ,Mat-alpha,17038,YKL215C  ,S000001698,853665,OXP1,5-oxoprolinase; enzyme is ATP-dependent and functions as a dimer; similar to mouse Oplah gene; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; protein abundance increases in response to DNA replication stress,,MatAlpha_143_F3,,
Mat-alpha-YKL220C  ,Mat-alpha,17039,YKL220C  ,S000001703,853660,FRE2,"Ferric reductase and cupric reductase, reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels",,MatAlpha_143_F4,,
Mat-alpha-YKR010C  ,Mat-alpha,17041,YKR010C  ,S000001718,853880,TOF2,"Protein required for rDNA silencing and mitotic rDNA condensation; stimulates Cdc14p phosphatase activity and biphasic release to promote rDNA repeat segregation; required for condensin recruitment to the replication fork barrier site; TOF2 has a paralog, NET1, that arose from the whole genome duplication",,MatAlpha_143_F5,,
Mat-alpha-YKR019C  ,Mat-alpha,17042,YKR019C  ,S000001727,853889,IRS4,"EH domain-containing protein; involved in regulating phosphatidylinositol 4,5-bisphosphate levels and autophagy; Irs4p and Tax4p bind and activate the PtdIns phosphatase Inp51p; Irs4p and Tax4p are involved in localizing Atg17p to the PAS; IRS4 has a paralog, TAX4, that arose from the whole genome duplication",,MatAlpha_143_F6,,
Mat-alpha-YKR023W  ,Mat-alpha,17043,YKR023W  ,S000001731,853893,YKR023W,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",,MatAlpha_143_F7,,
Mat-alpha-YKR027W  ,Mat-alpha,17044,YKR027W  ,S000001735,853898,BCH2,"Member of the ChAPs (Chs5p-Arf1p-binding proteins) family; part of the exomer complex with Chs5p to mediate export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane; BCH2 has a paralog, CHS6, that arose from the whole genome duplication",,MatAlpha_143_F8,,
Mat-alpha-YKR028W  ,Mat-alpha,17045,YKR028W  ,S000001736,853899,SAP190,"Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p, Sap155p, and Sap185p; SAP190 has a paralog, SAP185, that arose from the whole genome duplication",,MatAlpha_143_F9,,
Mat-alpha-YKR039W  ,Mat-alpha,17050,YKR039W  ,S000001747,853912,GAP1,General amino acid permease; Gap1p senses the presence of amino acid substrates to regulate localization to the plasma membrane when needed; essential for invasive growth,,MatAlpha_143_G1,,
Mat-alpha-YBR090C  ,Mat-alpha,17159,YBR090C  ,S000000294,852387,YBR090C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus,,MatAlpha_143_G10,,
Mat-alpha-YBR112C  ,Mat-alpha,17161,YBR112C  ,S000000316,852410,CYC8,"General transcriptional co-repressor, acts together with Tup1p; also acts as part of a transcriptional co-activator complex that recruits the SWI/SNF and SAGA complexes to promoters; can form the prion [OCT+]",,MatAlpha_143_G12,,
Mat-alpha-YKR040C  ,Mat-alpha,17051,YKR040C  ,S000001748,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YKR041W",MatAlpha_143_G2,,
Mat-alpha-YKR041W  ,Mat-alpha,17052,YKR041W  ,S000001749,853914,YKR041W,Protein of unknown function; localizes to the mitotic spindle; overexpression of YKR041W affects endocytic protein trafficking,,MatAlpha_143_G3,,
Mat-alpha-YKR046C  ,Mat-alpha,17053,YKR046C  ,S000001754,853920,PET10,Protein of unknown function that co-purifies with lipid particles; expression pattern suggests a role in respiratory growth; computational analysis of large-scale protein-protein interaction data suggests a role in ATP/ADP exchange,,MatAlpha_143_G4,,
Mat-alpha-YKR053C  ,Mat-alpha,17054,YKR053C  ,S000001761,853927,YSR3,"Dihydrosphingosine 1-phosphate phosphatase; membrane protein involved in sphingolipid metabolism; YSR3 has a paralog, LCB3, that arose from the whole genome duplication",,MatAlpha_143_G5,,
Mat-alpha-YML035C  ,Mat-alpha,17055,YML035C  ,S000004498,854973,AMD1,"AMP deaminase; tetrameric enzyme that catalyzes the deamination of AMP to form IMP and ammonia; thought to be involved in regulation of intracellular purine (adenine, guanine, and inosine) nucleotide pools",,MatAlpha_143_G6,,
Mat-alpha-YAR002C-A,Mat-alpha,17153,YAR002C-A,S000002129,851264,ERP1,"Member of the p24 family involved in ER to Golgi transport; forms heterotrimeric complex with Erp2p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog, ERP6, that arose from the whole genome duplication",,MatAlpha_143_G7,,
Mat-alpha-YBR083W  ,Mat-alpha,17155,YBR083W  ,S000000287,852377,TEC1,"Transcription factor targeting filamentation genes and Ty1 expression; Ste12p activation of most filamentation gene promoters depends on Tec1p and Tec1p transcriptional activity is dependent on its association with Ste12p; binds to TCS elements upstream of filamentation genes, which are regulated by Tec1p/Ste12p/Dig1p complex; competes with Dig2p for binding to Ste12p/Dig1p; positive regulator of chronological life span; TEA/ATTS DNA-binding domain family member",,MatAlpha_143_G8,,
Mat-alpha-YBR084C-A,Mat-alpha,17156,YBR084C-A,S000002156,852379,RPL19A,"Ribosomal 60S subunit protein L19A; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal; homologous to mammalian ribosomal protein L19, no bacterial homolog; RPL19A has a paralog, RPL19B, that arose from the whole genome duplication",,MatAlpha_143_G9,,
Mat-alpha-YBR125C  ,Mat-alpha,17163,YBR125C  ,S000000329,852422,PTC4,Cytoplasmic type 2C protein phosphatase (PP2C); identified as a high-copy number suppressor of cnb1 mpk1 synthetic lethality; overexpression decreases high-osmolarity induced Hog1p phosphorylation and kinase activity,,MatAlpha_143_H1,,
Mat-alpha-YBR276C  ,Mat-alpha,17171,YBR276C  ,S000000480,852579,PPS1,"Protein phosphatase with specificity for serine, threonine, and tyrosine residues; has a role in the DNA synthesis phase of the cell cycle",,MatAlpha_143_H10,,
Mat-alpha-YBR280C  ,Mat-alpha,17172,YBR280C  ,S000000484,852583,SAF1,F-Box protein involved in proteasome-dependent degradation of Aah1p during entry of cells into quiescence; interacts with Skp1,,MatAlpha_143_H11,,
Mat-alpha-YBR287W  ,Mat-alpha,17173,YBR287W  ,S000000491,852590,YBR287W,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER; YBR287W is not an essential gene,,MatAlpha_143_H12,,
Mat-alpha-YBR131W  ,Mat-alpha,17164,YBR131W  ,S000000335,852428,CCZ1,"Protein involved in vacuolar assembly, essential for autophagy and the cytoplasm-to-vacuole pathway",,MatAlpha_143_H2,,
Mat-alpha-YBR150C  ,Mat-alpha,17165,YBR150C  ,S000000354,852447,TBS1,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; TBS1 has a paralog, HAL9, that arose from the whole genome duplication",,MatAlpha_143_H4,,
Mat-alpha-YBR168W  ,Mat-alpha,17166,YBR168W  ,S000000372,852466,PEX32,"Peroxisomal integral membrane protein, involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p",,MatAlpha_143_H5,,
Mat-alpha-YBR169C  ,Mat-alpha,17167,YBR169C  ,S000000373,852467,SSE2,"Member of the heat shock protein 70 (HSP70) family; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog, SSE1, that arose from the whole genome duplication",,MatAlpha_143_H6,,
Mat-alpha-YBR270C  ,Mat-alpha,17168,YBR270C  ,S000000474,852573,BIT2,"Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p, homologous PH domain-containing TORC2 substrates; BIT2 has a paralog, BIT61, that arose from the whole genome duplication",,MatAlpha_143_H7,,
Mat-alpha-YBR272C  ,Mat-alpha,17169,YBR272C  ,S000000476,852575,HSM3,Proteasome-interacting protein involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); involved in DNA mismatch repair during slow growth; weak similarity to Msh1p; related to human 19S subunit S5b; structural study suggests Hsm3p is a scaffold protein for Rpt1p-Rpt2p complex formation,,MatAlpha_143_H8,,
Mat-alpha-YBR275C  ,Mat-alpha,17170,YBR275C  ,S000000479,852578,RIF1,Protein that binds to the Rap1p C-terminus and acts synergistically with Rif2p to help control telomere length and establish telomeric silencing; deletion results in telomere elongation,,MatAlpha_143_H9,,
Mat-alpha-YBR288C  ,Mat-alpha,17174,YBR288C  ,S000000492,852591,APM3,Mu3-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway,,MatAlpha_144_A1,,
Mat-alpha-YCR046C  ,Mat-alpha,17183,YCR046C  ,S000000642,850413,IMG1,"Mitochondrial ribosomal protein of the large subunit, required for respiration and for maintenance of the mitochondrial genome",,MatAlpha_144_A10,,
Mat-alpha-YCR047C  ,Mat-alpha,17184,YCR047C  ,S000000643,850414,BUD23,"Methyltransferase, methylates residue G1575 of 18S rRNA; required for rRNA processing and nuclear export of 40S ribosomal subunits independently of methylation activity; diploid mutant displays random budding pattern",,MatAlpha_144_A11,,
Mat-alpha-YCR048W  ,Mat-alpha,17185,YCR048W  ,S000000644,850415,ARE1,"Acyl-CoA:sterol acyltransferase; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the absence of oxygen; ARE1 has a paralog, ARE2, that arose from the whole genome duplication",,MatAlpha_144_A12,,
Mat-alpha-YBR289W  ,Mat-alpha,17175,YBR289W  ,S000000493,852592,SNF5,Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf6p; relocates to the cytosol under hypoxic conditions,,MatAlpha_144_A2,,
Mat-alpha-YBR294W  ,Mat-alpha,17176,YBR294W  ,S000000498,852597,SUL1,"High affinity sulfate permease of the SulP anion transporter family; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p, which control the concentration of endogenous activated sulfate intermediates",,MatAlpha_144_A3,,
Mat-alpha-YBR301W  ,Mat-alpha,17177,YBR301W  ,S000000505,852603,PAU24,"Cell wall mannoprotein with similarity to Tir1p, Tir2p, Tir3p, and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions, completely repressed during aerobic growth",,MatAlpha_144_A4,,
Mat-alpha-YCL026C-A,Mat-alpha,17178,YCL026C-A,S000000589,850332,FRM2,"Type II nitroreductase, using NADH as reductant; mutants are defective in fatty acid mediated repression of genes involved in fatty acid biosynthesis indicative of a role in lipid signaling; involved in the oxidative stress response; transcription induction by cadmium and selenite indicates a possible role in the metal stress response; expression induced in cells treated with the mycotoxin patulin",,MatAlpha_144_A5,,
Mat-alpha-YCR028C-A,Mat-alpha,17179,YCR028C-A,S000007222,850395,RIM1,Single-stranded DNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication,,MatAlpha_144_A6,,
Mat-alpha-YCR030C  ,Mat-alpha,17180,YCR030C  ,S000000626,850396,SYP1,Protein of unknown function that is involved in endocytic site formation; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization,,MatAlpha_144_A7,,
Mat-alpha-YCR032W  ,Mat-alpha,17181,YCR032W  ,S000000628,850398,BPH1,"Protein homologous to Chediak-Higashi syndrome and Beige proteins; both of which are implicated in disease syndromes in human and mouse, respectively, due to defective lysosomal trafficking; mutant phenotype and genetic interactions suggest a role in protein sorting",,MatAlpha_144_A8,,
Mat-alpha-YCR033W  ,Mat-alpha,17182,YCR033W  ,S000000629,850399,SNT1,"Subunit of the Set3C deacetylase complex that interacts directly with the Set3C subunit, Sif2p; putative DNA-binding protein; mutant has increased aneuploidy tolerance; relocalizes to the cytosol in response to hypoxia",,MatAlpha_144_A9,,
Mat-alpha-YCR053W  ,Mat-alpha,17186,YCR053W  ,S000000649,850420,THR4,"Threonine synthase, conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway",,MatAlpha_144_B1,,
Mat-alpha-YCR088W  ,Mat-alpha,17199,YCR088W  ,S000000684,850450,ABP1,"Actin-binding protein of the cortical actin cytoskeleton, important for activation of the Arp2/3 complex that plays a key role actin in cytoskeleton organization; phosphorylation within its PRR (Proline-Rich Region), mediated by Cdc28p and Pho85p, protects Abp1p from proteolysis mediated by its own PEST sequences",,MatAlpha_144_B10,,
Mat-alpha-YCR089W  ,Mat-alpha,17200,YCR089W  ,S000000685,850451,FIG2,"Cell wall adhesin, expressed specifically during mating; may be involved in maintenance of cell wall integrity during mating; FIG2 has a paralog, AGA1, that arose from the whole genome duplication",,MatAlpha_144_B11,,
Mat-alpha-YBR191W  ,Mat-alpha,16679,YBR191W  ,S000000395,852489,RPL21A,"Ribosomal 60S subunit protein L21A; homologous to mammalian ribosomal protein L21, no bacterial homolog; RPL21A has a paralog, RPL21B, that arose from the whole genome duplication",,MatAlpha_144_B12,,
Mat-alpha-YCR060W  ,Mat-alpha,17189,YCR060W  ,S000000656,850424,TAH1,Component of the conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); contains a single TPR domain with at least two TPR motifs; R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly large protein complexes such as box C/D snoRNPs and RNA polymerase II,,MatAlpha_144_B2,,
Mat-alpha-YCR067C  ,Mat-alpha,17192,YCR067C  ,S000000663,850431,SED4,"Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog, SEC12, that arose from the whole genome duplication",,MatAlpha_144_B4,,
Mat-alpha-YCR069W  ,Mat-alpha,17193,YCR069W  ,S000000665,850433,CPR4,"Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; has a potential role in the secretory pathway; CPR4 has a paralog, CPR8, that arose from the whole genome duplication",,MatAlpha_144_B5,,
Mat-alpha-YCR073C  ,Mat-alpha,17195,YCR073C  ,S000000669,850436,SSK22,"MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; functionally redundant with Ssk2p; interacts with and is activated by Ssk1p; phosphorylates Pbs2p; SSK22 has a paralog, SSK2, that arose from the whole genome duplication",,MatAlpha_144_B6,,
Mat-alpha-YCR075C  ,Mat-alpha,17196,YCR075C  ,S000000671,850438,ERS1,"Protein with similarity to human cystinosin, which is a H(+)-driven transporter involved in L-cystine export from lysosomes and implicated in the disease cystinosis; contains seven transmembrane domains",,MatAlpha_144_B7,,
Mat-alpha-YCR083W  ,Mat-alpha,17197,YCR083W  ,S000000679,850444,TRX3,"Mitochondrial thioredoxin, highly conserved oxidoreductase required to maintain the redox homeostasis of the cell, forms the mitochondrial thioredoxin system with Trr2p, redox state is maintained by both Trr2p and Glr1p",,MatAlpha_144_B8,,
Mat-alpha-YCR084C  ,Mat-alpha,17198,YCR084C  ,S000000680,850445,TUP1,"General repressor of transcription, forms complex with Cyc8p, involved in the establishment of repressive chromatin structure through interactions with histones H3 and H4, appears to enhance expression of some genes",,MatAlpha_144_B9,,
Mat-alpha-YCL035C  ,Mat-alpha,16681,YCL035C  ,S000000540,850322,GRX1,"Glutathione-dependent disulfide oxidoreductase; hydroperoxide and superoxide-radical responsive, heat-stable, with active site cysteine pair; protects cells from oxidative damage; GRX1 has a paralog, GRX2, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress",,MatAlpha_144_C1,,
Mat-alpha-YLR334C  ,Mat-alpha,16709,YLR334C  ,S000004326,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps a stand-alone long terminal repeat sequence whose presence indicates a retrotransposition event occurred here",MatAlpha_144_C10,,
Mat-alpha-YLR346C  ,Mat-alpha,16711,YLR346C  ,S000004338,851060,YLR346C,"Putative protein of unknown function found in mitochondria; expression is regulated by transcription factors involved in pleiotropic drug resistance, Pdr1p and Yrr1p; not an essential gene; YLR346C has a paralog, YGR035C, that arose from the whole genome duplication",,MatAlpha_144_C11,,
Mat-alpha-YLR358C  ,Mat-alpha,16712,YLR358C  ,S000004350,851072,YLR358C,Protein of unknown function; expressed at both mRNA and protein levels; partially overlaps ORF RSC2/YLR357W,,MatAlpha_144_C12,,
Mat-alpha-YDR071C  ,Mat-alpha,16691,YDR071C  ,S000002478,851643,PAA1,"Polyamine acetyltransferase; acetylates polyamines (e.g. putrescine, spermidine, spermine) and also aralkylamines (e.g. tryptamine, phenylethylamine); may be involved in transcription and/or DNA replication",,MatAlpha_144_C2,,
Mat-alpha-YDR074W  ,Mat-alpha,16692,YDR074W  ,S000002481,851646,TPS2,Phosphatase subunit of the trehalose-6-P synthase/phosphatase complex; involved in synthesis of the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress,,MatAlpha_144_C3,,
Mat-alpha-YER027C  ,Mat-alpha,16694,YER027C  ,S000000829,856749,GAL83,"One of three possible beta-subunits of the Snf1 kinase complex; allows nuclear localization of the Snf1 kinase complex in the presence of a nonfermentable carbon source; contains glycogen-binding domain; GAL83 has a paralog, SIP2, that arose from the whole genome duplication",,MatAlpha_144_C4,,
Mat-alpha-YER037W  ,Mat-alpha,16695,YER037W  ,S000000839,856759,PHM8,"Lysophosphatidic acid (LPA) phosphatase, nucleotidase; principle and physiological nucleotidase working on GMP, UMP and CMP; involved in LPA hydrolysis in response to phosphate starvation and ribose salvage pathway; phosphatase activity is soluble and Mg2+ dependent; expression is induced by low phosphate levels and by inactivation of Pho85p; PHM8 has a paralog, SDT1, that arose from the whole genome duplication",,MatAlpha_144_C5,,
Mat-alpha-YGR155W  ,Mat-alpha,16696,YGR155W  ,S000003387,853059,CYS4,"Cystathionine beta-synthase, catalyzes synthesis of cystathionine from serine and homocysteine, the first committed step in cysteine biosynthesis; responsible for hydrogen sulfide generation; advances passage through START by promoting cell growth which requires catalytic activity, and reducing critical cell size independent of catalytic activity; mutations in human ortholog cause homocystinuria",,MatAlpha_144_C6,,
Mat-alpha-YLR192C  ,Mat-alpha,16704,YLR192C  ,S000004182,850889,HCR1,Dual function protein involved in translation initiation as a substoichiometric component (eIF3j) of translation initiation factor 3 (eIF3) and required for processing of 20S pre-rRNA; binds to eIF3 subunits Rpg1p and Prt1p and 18S rRNA,,MatAlpha_144_C7,,
Mat-alpha-YLR237W  ,Mat-alpha,16706,YLR237W  ,S000004227,850938,THI7,"Plasma membrane transporter responsible for the uptake of thiamine, member of the major facilitator superfamily of transporters; mutation of human ortholog causes thiamine-responsive megaloblastic anemia",,MatAlpha_144_C8,,
Mat-alpha-YLR246W  ,Mat-alpha,16707,YLR246W  ,S000004236,850947,ERF2,"Subunit of a palmitoyltransferase, composed of Erf2p and Shr5p, that adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; mutants partially mislocalize Ras2p to the vacuole",,MatAlpha_144_C9,,
Mat-alpha-YLR361C  ,Mat-alpha,16713,YLR361C  ,S000004353,851075,DCR2,"Phosphoesterase involved in downregulation of the unfolded protein response, at least in part via dephosphorylation of Ire1p; dosage-dependent positive regulator of the G1/S phase transition through control of the timing of START",,MatAlpha_144_D1,,
Mat-alpha-YML038C  ,Mat-alpha,16726,YML038C  ,S000004502,854970,YMD8,"Putative nucleotide sugar transporter, has similarity to Vrg4p",,MatAlpha_144_D10,,
Mat-alpha-YML041C  ,Mat-alpha,16727,YML041C  ,S000004505,854966,VPS71,"Nucleosome-binding component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for vacuolar protein sorting",,MatAlpha_144_D11,,
Mat-alpha-YML042W  ,Mat-alpha,16728,YML042W  ,S000004506,854965,CAT2,"Carnitine acetyl-CoA transferase present in both mitochondria and peroxisomes, transfers activated acetyl groups to carnitine to form acetylcarnitine which can be shuttled across membranes",,MatAlpha_144_D12,,
Mat-alpha-YLR370C  ,Mat-alpha,16714,YLR370C  ,S000004362,851085,ARC18,"Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches",,MatAlpha_144_D2,,
Mat-alpha-YLR382C  ,Mat-alpha,16715,YLR382C  ,S000004374,851098,NAM2,"Mitochondrial leucyl-tRNA synthetase, also has a direct role in splicing of several mitochondrial group I introns; indirectly required for mitochondrial genome maintenance",,MatAlpha_144_D3,,
Mat-alpha-YLR394W  ,Mat-alpha,16716,YLR394W  ,S000004386,851110,CST9,SUMO E3 ligase; required for synaptonemal complex formation; localizes to synapsis initiation sites on meiotic chromosomes; potential Cdc28p substrate,,MatAlpha_144_D4,,
Mat-alpha-YLR406C  ,Mat-alpha,16717,YLR406C  ,S000004398,851122,RPL31B,"Ribosomal 60S subunit protein L31B; associates with karyopherin Sxm1p; loss of both Rpl31p and Rpl39p confers lethality; homologous to mammalian ribosomal protein L31, no bacterial homolog; RPL31B has a paralog, RPL31A, that arose from the whole genome duplication",,MatAlpha_144_D5,,
Mat-alpha-YML022W  ,Mat-alpha,16719,YML022W  ,S000004484,854986,APT1,"Adenine phosphoribosyltransferase; catalyzes the formation of AMP from adenine and 5-phosphoribosylpyrophosphate; involved in the salvage pathway of purine nucleotide biosynthesis; APT1 has a paralog, APT2, that arose from the whole genome duplication",,MatAlpha_144_D6,,
Mat-alpha-YML027W  ,Mat-alpha,16721,YML027W  ,S000004489,854981,YOX1,"Homeobox transcriptional repressor; binds to Mcm1p and to early cell cycle boxes (ECBs) in the promoters of cell cycle-regulated genes expressed in M/G1 phase; expression is cell cycle-regulated; potential Cdc28p substrate; relocalizes from nucleus to cytoplasm upon DNA replication stress; YOX1 has a paralog, YHP1, that arose from the whole genome duplication",,MatAlpha_144_D7,,
Mat-alpha-YML036W  ,Mat-alpha,16725,YML036W  ,S000004500,854972,CGI121,"Component of the EKC/KEOPS complex with Bud32p, Kae1p, Pcc1p, and Gon7p; EKC/KEOPS complex is required for t6A tRNA modification and may have roles in telomere maintenance and transcription; Cgi121p is dispensable for tRNA modification",,MatAlpha_144_D9,,
Mat-alpha-YML047C  ,Mat-alpha,16729,YML047C  ,S000004510,854959,PRM6,"Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; regulated by Ste12p during mating; localized to sites of polarized growth; member of a fungal-specific gene family; PRM6 has a paralog, KCH1, that arose from the whole genome duplication",,MatAlpha_144_E1,,
Mat-alpha-YMR160W  ,Mat-alpha,16746,YMR160W  ,S000004770,855195,YMR160W,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene; relative distribution within the vacuolar membrane changes upon DNA replication stress,,MatAlpha_144_E10,,
Mat-alpha-YMR173W  ,Mat-alpha,16748,YMR173W  ,S000004784,855210,DDR48,DNA damage-responsive protein; expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS; protein abundance increases in response to DNA replication stress,,MatAlpha_144_E11,,
Mat-alpha-YMR198W  ,Mat-alpha,16751,YMR198W  ,S000004811,855238,CIK1,"Kinesin-associated protein; required for both karyogamy and mitotic spindle organization, interacts stably and specifically with Kar3p and may function to target this kinesin to a specific cellular role; CIK1 has a paralog, VIK1, that arose from the whole genome duplication",,MatAlpha_144_E12,,
Mat-alpha-YML075C  ,Mat-alpha,16733,YML075C  ,S000004540,854900,HMG1,"HMG-CoA reductase; catalyzes the conversion of HMG-CoA to mevalonate, which is a rate-limiting step in sterol biosynthesis; one of two isozymes; localizes to the nuclear envelope; overproduction induces the formation of karmellae; forms foci at the nuclear periphery upon DNA replication stress; HMG1 has a paralog, HMG2, that arose from the whole genome duplication",,MatAlpha_144_E2,,
Mat-alpha-YML076C  ,Mat-alpha,16734,YML076C  ,S000004541,854899,WAR1,"Homodimeric Zn2Cys6 zinc finger transcription factor; binds to a weak acid response element to induce transcription of PDR12 and FUN34, encoding an acid transporter and a putative ammonia transporter, respectively",,MatAlpha_144_E3,,
Mat-alpha-YML086C  ,Mat-alpha,16736,YML086C  ,S000004551,854888,ALO1,"D-Arabinono-1,4-lactone oxidase, catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone, which is protective against oxidative stress",,MatAlpha_144_E4,,
