Clone ID,Mating Type /Het /Hom,Rec Number,SystematicName,SGD ID,Gene ID,Gene Symbol,Gene Description,SGD Description,transOMIC PRC
MATa-YML125C,Mat-a,NA,YML125C,NA,NA,YML125C,NA,NA,9 E_9
MATa-YML126C,Mat-a,26527,YML126C,S000004595,854913,ERG13,"3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase, catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the second step in mevalonate biosynthesis",NA,9 E_10
MATa-YMR001C,Mat-a,20576,YMR001C,S000004603,855013,CDC5,"Polo-like kinase with multiple functions in mitosis and cytokinesis through substrate phosphorylation, also functions in adaptation to DNA damage during meiosis; has similarity to Xenopus Plx1 and S. pombe Plo1p; possible Cdc28p substrate",NA,9 F_1
MATa-YMR013C,Mat-a,20588,YMR013C,S000004615,855026,SEC59,"Dolichol kinase, catalyzes the terminal step in dolichyl monophosphate (Dol-P) biosynthesis; required for viability and for normal rates of lipid intermediate synthesis and protein N-glycosylation",NA,9 F_2
MATa-YMR028W,Mat-a,20603,YMR028W,S000004630,855043,TAP42,Essential protein involved in the TOR signaling pathway; physically associates with the protein phosphatase 2A and the SIT4 protein phosphatase catalytic subunits,NA,9 F_3
MATa-YMR047C,Mat-a,20623,YMR047C,S000004650,855066,NUP116,"FG-nucleoporin component of central core of the nuclear pore complex (NPC); contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication",NA,9 F_4
MATa-YMR049C,Mat-a,26184,YMR049C,S000004652,855068,ERB1,"Constituent of 66S pre-ribosomal particles, forms a complex with Nop7p and Ytm1p that is required for maturation of the large ribosomal subunit; required for maturation of the 25S and 5.8S ribosomal RNAs; homologous to mammalian Bop1",NA,9 F_5
MATa-YMR059W,Mat-a,26193,YMR059W,S000004663,855081,SEN15,"Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p",NA,9 F_6
MATa-YMR093W,Mat-a,26228,YMR093W,S000004699,855118,UTP15,"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA",NA,9 F_9
MATa-YMR094W,Mat-a,26534,YMR094W,S000004700,855119,CTF13,"Subunit of the CBF3 complex, which binds to the CDE III element of centromeres, bending the DNA upon binding, and may be involved in sister chromatid cohesion during mitosis",NA,9 F_10
MATa-YMR112C,Mat-a,26552,YMR112C,S000004718,855139,MED11,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential protein,NA,9 F_11
MATa-YMR113W,Mat-a,26553,YMR113W,S000004719,855140,FOL3,"Dihydrofolate synthetase, involved in folic acid biosynthesis; catalyzes conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis; FOL3 has a paralog, RMA1, that arose from the whole genome duplication",NA,9 F_12
MATa-YMR117C,Mat-a,26557,YMR117C,S000004723,855144,SPC24,"Component of the evolutionarily conserved kinetochore-associated Ndc80 complex (Ndc80p-Nuf2p-Spc24p-Spc25p); involved in chromosome segregation, spindle checkpoint activity and kinetochore clustering",NA,9 G_1
MATa-YMR128W,Mat-a,26569,YMR128W,S000004735,855158,ECM16,"Essential DEAH-box ATP-dependent RNA helicase specific to the U3 snoRNP, predominantly nucleolar in distribution, required for 18S rRNA synthesis",NA,9 G_2
MATa-YMR131C,Mat-a,26572,YMR131C,S000004738,855161,RRB1,Essential nuclear protein involved in early steps of ribosome biogenesis; physically interacts with the ribosomal protein Rpl3p,NA,9 G_3
MATa-YMR134W,Mat-a,26575,YMR134W,S000004741,855164,YMR134W,Protein of unknown function that may be involved in iron metabolism; mutant bm-8 has a growth defect on iron-limited medium that is complemented by overexpression of Yfh1p; shows localization to the ER; highly conserved in ascomycetes,NA,9 G_4
MATa-YMR149W,Mat-a,20730,YMR149W,S000004757,855180,SWP1,"Delta subunit of the oligosaccharyl transferase glycoprotein complex, which is required for N-linked glycosylation of proteins in the endoplasmic reticulum",NA,9 G_5
MATa-YMR168C,Mat-a,20751,YMR168C,S000004778,855204,CEP3,"Essential kinetochore protein, component of the CBF3 complex that binds the CDEIII region of the centromere; contains an N-terminal Zn2Cys6 type zinc finger domain, a C-terminal acidic domain, and a putative coiled coil dimerization domain",NA,9 G_6
MATa-YMR200W,Mat-a,20786,YMR200W,S000004813,855240,ROT1,"Molecular chaperone involved in protein folding in the ER; mutation causes defects in cell wall synthesis and in lysis of autophagic bodies, suppresses tor2 mutations, and is synthetically lethal with kar2-1 and with rot2 mutations; involved in N-linked glycosylation and O-mannosylation",NA,9 G_8
MATa-YMR208W,Mat-a,20794,YMR208W,S000004821,855248,ERG12,"Mevalonate kinase, acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate",NA,9 G_9
MATa-YMR211W,Mat-a,20797,YMR211W,S000004824,855251,DML1,"Essential protein involved in mtDNA inheritance, may also function in the partitioning of the mitochondrial organelle or in the segregation of chromosomes, exhibits regions similar to members of a GTPase family",NA,9 G_10
MATa-YMR213W,Mat-a,20799,YMR213W,S000004826,855253,CEF1,"Essential splicing factor; associated with Prp19p and the spliceosome, contains an N-terminal c-Myb DNA binding motif necessary for cell viability but not for Prp19p association, evolutionarily conserved and homologous to S. pombe Cdc5p",NA,9 G_11
MATa-YMR218C,Mat-a,20804,YMR218C,S000004831,855258,TRS130,One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion; involved in ER to Golgi membrane traffic; mutation activates transcription of OCH1; mutants are defective in cytoplasm-to-vacuole targeting (Cvt) pathway and starvation-induced autophagy,NA,9 G_12
MATa-YMR220W,Mat-a,20806,YMR220W,S000004833,855260,ERG8,"Phosphomevalonate kinase, an essential cytosolic enzyme that acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate",NA,9 H_1
MATa-YMR229C,Mat-a,20815,YMR229C,S000004842,855269,RRP5,RNA binding protein involved in synthesis of both 18S and 5.8S rRNAs; component of both the ribosomal small subunit (SSU) processosome and the 90S preribosome; has binding preference for single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress,NA,9 H_2
MATa-YMR235C,Mat-a,20821,YMR235C,S000004848,855275,RNA1,"GTPase activating protein (GAP) for Gsp1p, involved in nuclear transport",NA,9 H_3
MATa-YMR236W,Mat-a,20822,YMR236W,S000004849,855276,TAF9,"Subunit (17 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H3",NA,9 H_4
MATa-YMR240C,Mat-a,20826,YMR240C,S000004853,855281,CUS1,"Protein required for assembly of U2 snRNP into the spliceosome, forms a complex with Hsh49p and Hsh155p",NA,9 H_5
MATa-YMR260C,Mat-a,20846,YMR260C,S000004873,855302,TIF11,"Translation initiation factor eIF1A, essential protein that forms a complex with Sui1p (eIF1) and the 40S ribosomal subunit and scans for the start codon; C-terminus associates with Fun12p (eIF5B); N terminus interacts with eIF2 and eIF3",NA,9 H_6
MATa-YMR268C,Mat-a,20854,YMR268C,S000004881,855310,PRP24,Splicing factor that reanneals U4 and U6 snRNPs during spliceosome recycling,NA,9 H_7
MATa-YMR281W,Mat-a,20867,YMR281W,S000004894,855324,GPI12,"ER membrane protein involved in the second step of glycosylphosphatidylinositol (GPI) anchor assembly, the de-N-acetylation of the N-acetylglucosaminylphosphatidylinositol intermediate; functional homolog of human PIG-Lp",NA,9 H_8
MATa-YMR288W,Mat-a,20874,YMR288W,S000004901,855332,HSH155,U2-snRNP associated splicing factor that forms extensive associations with the branch site-3' splice site-3' exon region upon prespliceosome formation; similarity to the mammalian U2 snRNP-associated splicing factor SAP155,NA,9 H_9
MATa-YMR290C,Mat-a,20877,YMR290C,S000004903,855335,HAS1,ATP-dependent RNA helicase; localizes to both the nuclear periphery and nucleolus; highly enriched in nuclear pore complex fractions; constituent of 66S pre-ribosomal particles,NA,9 H_10
MATa-YMR298W,Mat-a,NA,YMR298W,NA,NA,YMR298W,NA,NA,9 H_12
MATa-YMR301C,Mat-a,20889,YMR301C,S000004916,855347,ATM1,"Mitochondrial inner membrane ATP-binding cassette (ABC) transporter, exports mitochondrially synthesized precursors of iron-sulfur (Fe/S) clusters to the cytosol",NA,10 A_1
MATa-YMR308C,Mat-a,20898,YMR308C,S000004925,855356,PSE1,"Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins, including Pdr1p, Yap1p, Ste12p, and Aft1p",NA,10 A_2
MATa-YMR309C,Mat-a,20899,YMR309C,S000004926,855357,NIP1,"eIF3c subunit of the eukaryotic translation initiation factor 3 (eIF3), involved in the assembly of preinitiation complex and start codon selection",NA,10 A_3
MATa-YMR314W,Mat-a,26454,YMR314W,S000004931,855362,PRE5,Alpha 6 subunit of the 20S proteasome; protein abundance increases in response to DNA replication stress,NA,10 A_4
MATa-YNL088W,Mat-a,22988,YNL088W,S000005032,855636,TOP2,"Topoisomerase II, relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation",NA,10 A_11
MATa-YNL102W,Mat-a,22974,YNL102W,S000005046,855621,POL1,"Catalytic subunit of the DNA polymerase I alpha-primase complex, required for the initiation of DNA replication during mitotic DNA synthesis and premeiotic DNA synthesis",NA,10 A_12
MATa-YNL110C,Mat-a,22966,YNL110C,S000005054,855613,NOP15,"Constituent of 66S pre-ribosomal particles, involved in 60S ribosomal subunit biogenesis; localizes to both nucleolus and cytoplasm",NA,10 B_2
MATa-YNL112W,Mat-a,22964,YNL112W,S000005056,855611,DBP2,"ATP-dependent RNA helicase of the DEAD-box protein family; has a strong preference for dsRNA; interacts with YRA1; required for the assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites",NA,10 B_3
MATa-YNL124W,Mat-a,22952,YNL124W,S000005068,855599,NAF1,"RNA-binding protein required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing, forms a complex with Shq1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; similar to Gar1p",NA,10 B_7
MATa-YNL126W,Mat-a,22950,YNL126W,S000005070,855597,SPC98,Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque,NA,10 B_8
MATa-YNL131W,Mat-a,22945,YNL131W,S000005075,855592,TOM22,Component of the TOM (translocase of outer mitochondrial membrane) complex responsible for initial import of mitochondrially directed proteins; acts as a receptor for precursor proteins and mediates interaction between TOM and TIM complexes,NA,10 B_9
MATa-YNL132W,Mat-a,22944,YNL132W,S000005076,855591,KRE33,"Essential protein, required for biogenesis of the small ribosomal subunit; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance",NA,10 B_10
MATa-YNL137C,Mat-a,27248,YNL137C,S000005081,855585,NAM9,Mitochondrial ribosomal component of the small subunit,NA,10 B_11
MATa-YNL158W,Mat-a,NA,YNL158W,NA,NA,YNL158W,NA,NA,10 C_4
MATa-YNL161W,Mat-a,22051,YNL161W,S000005105,855561,CBK1,"Serine/threonine protein kinase of the the RAM signaling network; Ndr/LATS family member; binds regulatory subunit Mob2p; involved in regulation of cellular morphogenesis, polarized growth, and septum destruction; phosphorylation by Cbk1p regulates localization and activity of Ace2p transcription factor and Ssd1p translational repressor; Cbk1p activity is regulated by both phosphorylation and specific localization; relocalizes to cytoplasm upon DNA replication stress",NA,10 C_5
MATa-YNL162W,Mat-a,NA,YNL162W,NA,NA,RPL42A,NA,NA,10 C_6
MATa-YNL163C,Mat-a,22049,YNL163C,S000005107,855558,RIA1,"Cytoplasmic GTPase/eEF2-like factor involved in ribosomal biogenesis; with Sdo1p, promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; required for quality control check of newly made large ribosomal subunits before they are released into the pool of translating ribosomes",NA,10 C_7
MATa-YNL172W,Mat-a,22040,YNL172W,S000005116,855549,APC1,"Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; component of the platform domain of the APC/C, based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress",NA,10 C_8
MATa-YNL181W,Mat-a,22031,YNL181W,S000005125,855540,YNL181W,Putative oxidoreductase; required for cell viability,NA,10 C_10
MATa-YNL182C,Mat-a,22030,YNL182C,S000005126,855539,IPI3,Component of the Rix1 complex (Rix1p-Ipi1p-Ipi3p) and pre-replicative complexes (pre-RCs); required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-RC formation and maintenance during DNA replication licensing; highly conserved protein which contains several WD40 motifs; IPI3 is an essential gene,NA,10 C_11
MATa-YNL207W,Mat-a,22005,YNL207W,S000005151,855514,RIO2,Essential serine kinase involved in the processing of the 20S pre-rRNA into mature 18S rRNA; has similarity to Rio1p,NA,10 C_12
MATa-YNL216W,Mat-a,21996,YNL216W,S000005160,855505,RAP1,"Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation and repression, chromatin silencing, and telomere length maintenance; relocalizes to the cytosol in response to hypoxia; conserved protein with an N-terminal BRCT domain, a central region with homology to the Myb DNA binding domain, and a C-terminal Rap1-specific protein-interaction domain (RCT domain)",NA,10 D_1
MATa-YNL222W,Mat-a,21990,YNL222W,S000005166,855499,SSU72,Phosphatase and transcription/RNA-processing factor; associates with TFIIB and cleavage/polyadenylation factor Pta1p; exhibits phosphatase activity on serine-5 and serine-7 of the RNA polymerase II C-terminal domain; affects start site selection and transcriptional read through in vivo,NA,10 D_2
MATa-YNL240C,Mat-a,21972,YNL240C,S000005184,855481,NAR1,"Component of the cytosolic iron-sulfur (FeS) protein assembly machinery, required for maturation of cytosolic and nuclear FeS proteins and for normal resistance to oxidative stress; homologous to human Narf",NA,10 D_4
MATa-YNL244C,Mat-a,26463,YNL244C,S000005188,855477,SUI1,Translation initiation factor eIF1; component of a complex involved in recognition of the initiator codon; modulates translation accuracy at the initiation phase,NA,10 D_5
MATa-YNL245C,Mat-a,21199,YNL245C,S000005189,855476,CWC25,Splicing factor required for the first step of pre-mRNA splicing; binding to the spliceosome requires Prp2p and Yju2p; heat-stable protein; has similarity to S. pombe Cwf25p,NA,10 D_6
MATa-YNL247W,Mat-a,21197,YNL247W,S000005191,855474,YNL247W,"Cysteinyl-tRNA synthetase; may interact with ribosomes, based on co-purification experiments",NA,10 D_7
MATa-YNL256W,Mat-a,26466,YNL256W,S000005200,855465,FOL1,"Multifunctional enzyme of the folic acid biosynthesis pathway, has dihydropteroate synthetase, dihydro-6-hydroxymethylpterin pyrophosphokinase, and dihydroneopterin aldolase activities",NA,10 D_8
MATa-YNL258C,Mat-a,21186,YNL258C,S000005202,855463,DSL1,Peripheral membrane protein needed for Golgi-to-ER retrograde traffic; forms a complex with Sec39p and Tip20p that interacts with ER SNAREs Sec20p and Use1p; component of the ER target site that interacts with coatomer; interacts with Cin5p; similar to the fly and human ZW10 gene,NA,10 D_9
MATa-YNL260C,Mat-a,NA,YNL260C,NA,NA,YNL260C,NA,NA,10 D_10
MATa-YNL262W,Mat-a,21182,YNL262W,S000005206,855459,POL2,"Catalytic subunit of DNA polymerase (II) epsilon, a chromosomal DNA replication polymerase that exhibits processivity and proofreading exonuclease activity; also involved in DNA synthesis during DNA repair; interacts extensively with Mrc1p",NA,10 D_11
MATa-YNL263C,Mat-a,21181,YNL263C,S000005207,855458,YIF1,"Integral membrane protein required for the fusion of ER-derived COPII transport vesicles with the Golgi; interacts with Yip1p and Yos1p; localizes to the Golgi, the ER, and COPII vesicles; homolog of human YIPF3",NA,10 D_12
MATa-YNL267W,Mat-a,26958,YNL267W,S000005211,855454,PIK1,"Phosphatidylinositol 4-kinase; catalyzes first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton",NA,10 E_1
MATa-YNL290W,Mat-a,21154,YNL290W,S000005234,855426,RFC3,Subunit of heteropentameric Replication factor C (RF-C); which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon; relocalizes to the cytosol in response to hypoxia,NA,10 E_5
MATa-YNL306W,Mat-a,21138,YNL306W,S000005250,855410,MRPS18,"Mitochondrial ribosomal protein of the small subunit; essential for viability, unlike most other mitoribosomal proteins",NA,10 E_6
MATa-YNL308C,Mat-a,21136,YNL308C,S000005252,855408,KRI1,Essential nucleolar protein required for 40S ribosome biogenesis; associate with snR30; physically and functionally interacts with Krr1p,NA,10 E_7
MATa-YNL310C,Mat-a,21134,YNL310C,S000005254,855406,ZIM17,Heat shock protein with a zinc finger motif; essential for protein import into mitochondria; may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix,NA,10 E_8
MATa-YNL313C,Mat-a,NA,YNL313C,NA,NA,YNL313C,NA,NA,10 E_10
MATa-YNR003C,Mat-a,25378,YNR003C,S000005286,855737,RPC34,RNA polymerase III subunit C34; interacts with TFIIIB70 and is a key determinant in pol III recruitment by the preinitiation complex,NA,10 E_12
MATa-YNR017W,Mat-a,NA,YNR017W,NA,NA,MAS6,NA,NA,10 F_2
MATa-YNR026C,Mat-a,25401,YNR026C,S000005309,855760,SEC12,"Guanine nucleotide exchange factor (GEF); activates Sar1p by catalyzing the exchange of GDP for GTP; required for the initiation of COPII vesicle formation in ER to Golgi transport; glycosylated integral membrane protein of the ER; SEC12 has a paralog, SED4, that arose from the whole genome duplication",NA,10 F_3
MATa-YNR038W,Mat-a,25413,YNR038W,S000005321,855774,DBP6,Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family,NA,10 F_4
MATa-YNR046W,Mat-a,NA,YNR046W,NA,NA,YNR046W,NA,NA,10 F_5
MATa-YNR054C,Mat-a,26081,YNR054C,S000005337,855790,ESF2,Essential nucleolar protein involved in pre-18S rRNA processing; binds to RNA and stimulates ATPase activity of Dbp8; involved in assembly of the small subunit (SSU) processome,NA,10 F_6
MATa-YOL010W,Mat-a,21701,YOL010W,S000005370,854152,RCL1,Endonuclease that cleaves pre-rRNA at site A2 for 18S rRNA biogenesis; subunit of U3-containing 90S preribosome processome complex involved in small ribosomal subunit assembly; stimulates Bms1p GTPase and U3 binding activity; similar to RNA cyclase-like proteins but no cyclase activity detected,NA,10 F_8
MATa-YOL021C,Mat-a,21712,YOL021C,S000005381,854138,DIS3,Exosome core complex catalytic subunit; possesses both endonuclease and 3'-5' exonuclease activity; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase R and to human DIS3; protein abundance increases in response to DNA replication stress,NA,10 F_9
MATa-YOL022C,Mat-a,NA,YOL022C,NA,NA,YOL022C,NA,NA,10 F_10
MATa-YOL026C,Mat-a,21717,YOL026C,S000005386,854131,MIM1,"Mitochondrial protein required for outer membrane protein import; cooperates with Tom70p to import the subset of proteins with multiple alpha-helical transmembrane segments, including Ugo1p, Tom20p, and others; present in a complex with Mim2p in the outer membrane that may create a local environment to facilitate membrane insertion of substrate proteins; also has a role in assembly of Tom20p into the TOM complex",NA,10 F_11
MATa-YOL034W,Mat-a,21725,YOL034W,S000005394,854123,SMC5,Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; binds single-stranded DNA and has ATPase activity; S. pombe homolog forms a heterodimer with S. pombe Rad18p that is involved in DNA repair,NA,10 F_12
MATa-YOL066C,Mat-a,21758,YOL066C,S000005427,854088,RIB2,"Bifunctional DRAP deaminase tRNA:pseudouridine synthase; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs; RIB2 has a paralog, PUS9, that arose from the whole genome duplication",NA,10 G_3
MATa-YOL069W,Mat-a,21761,YOL069W,S000005430,854085,NUF2,"Component of the evolutionarily conserved kinetochore-associated Ndc80 complex (Ndc80p-Nuf2p-Spc24p-Spc25p); involved in chromosome segregation, spindle checkpoint activity and kinetochore clustering",NA,10 G_4
MATa-YOL077C,Mat-a,21768,YOL077C,S000005437,854078,BRX1,"Nucleolar protein, constituent of 66S pre-ribosomal particles; depletion leads to defects in rRNA processing and a block in the assembly of large ribosomal subunits; possesses a sigma(70)-like RNA-binding motif",NA,10 G_5
MATa-YOL078W,Mat-a,26474,YOL078W,S000005438,854076,AVO1,"Component of a membrane-bound complex containing the Tor2p kinase and other proteins, which may have a role in regulation of cell growth",NA,10 G_6
MATa-YOL097C,Mat-a,26247,YOL097C,S000005457,854056,WRS1,"Cytoplasmic tryptophanyl-tRNA synthetase, aminoacylates tryptophanyl-tRNA",NA,10 G_8
MATa-YOL102C,Mat-a,26252,YOL102C,S000005462,854051,TPT1,"tRNA 2'-phosphotransferase, catalyzes the final step in yeast tRNA splicing: the transfer of the 2'-PO(4) from the splice junction to NAD(+) to form ADP-ribose 1''-2''cyclic phosphate and nicotinamide",NA,10 G_9
MATa-YOL133W,Mat-a,26283,YOL133W,S000005493,853986,HRT1,"RING-H2 domain core subunit of multiple ubiquitin ligase complexes; subunit of Skp1-Cullin-F-box (SCF) that tethers the Cdc34p (E2) and Cdc53p (cullin) SCF subunits, and is required for degradation of Gic2p, Far1p, Sic1p and Cln2p; subunit of the Rtt101p-Mms1p-Mms22p ubiquitin ligase that stabilizes replication forks after DNA lesions; subunit of the Cul3p-Elc1p-Ela1p ubiquitin ligase involved in Rpb1p degradation as part of transcription-coupled repair",NA,10 H_1
MATa-YOL135C,Mat-a,26285,YOL135C,S000005495,853985,MED7,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation,NA,10 H_3
MATa-YOL139C,Mat-a,27127,YOL139C,S000005499,854026,CDC33,mRNA cap binding protein and translation initiation factor eIF4E; the eIF4E-cap complex is responsible for mediating cap-dependent mRNA translation via interactions with translation initiation factor eIF4G (Tif4631p or Tif4632p); protein abundance increases in response to DNA replication stress; mutants are defective for adhesion and pseudohyphal growth,NA,10 H_4
MATa-YOL144W,Mat-a,26653,YOL144W,S000005504,854021,NOP8,Nucleolar protein required for 60S ribosomal subunit biogenesis,NA,10 H_5
MATa-YOL146W,Mat-a,27128,YOL146W,S000005506,854019,PSF3,"Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p), which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery",NA,10 H_6
MATa-YOR004W,Mat-a,NA,YOR004W,NA,NA,YOR004W,NA,NA,10 H_7
MATa-YOR048C,Mat-a,21824,YOR048C,S000005574,854213,RAT1,"Nuclear 5' to 3' single-stranded RNA exonuclease, involved in RNA metabolism, including rRNA and snRNA processing as well as poly (A+) dependent and independent mRNA transcription termination",NA,10 H_9
MATa-YOR074C,Mat-a,21850,YOR074C,S000005600,854241,CDC21,"Thymidylate synthase, required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S",NA,10 H_12
MATa-YOR075W,Mat-a,21851,YOR075W,S000005601,854242,UFE1,"t-SNARE required for retrograde vesicular traffic and homotypic ER membrane fusion; forms a complex with the SNAREs Sec22p, Sec20p and Use1p to mediate fusion of Golgi-derived vesicles at the ER",NA,11 A_1
MATa-YOR077W,Mat-a,21853,YOR077W,S000005603,854244,RTS2,"Basic zinc-finger protein, similar to human and mouse Kin17 proteins which are chromatin-associated proteins involved in UV response and DNA replication",NA,11 A_2
MATa-YOR095C,Mat-a,21871,YOR095C,S000005621,854262,RKI1,"Ribose-5-phosphate ketol-isomerase, catalyzes the interconversion of ribose 5-phosphate and ribulose 5-phosphate in the pentose phosphate pathway; participates in pyridoxine biosynthesis",NA,11 A_3
MATa-YOR098C,Mat-a,22354,YOR098C,S000005624,854265,NUP1,FG-nucleoporin component of central core of the nuclear pore complex (NPC); contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier; possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; both NUP1 and NUP60 are homologous to human NUP153,NA,11 A_4
MATa-YOR102W,Mat-a,22358,YOR102W,NA,NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; extensively overlaps essential OST2 gene encoding a subunit of the ER lumen oligosaccharyltransferase complex",11 A_5
MATa-YOR103C,Mat-a,22359,YOR103C,S000005629,854270,OST2,"Epsilon subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes asparagine-linked glycosylation of newly synthesized proteins",NA,11 A_6
MATa-YOR110W,Mat-a,22366,YOR110W,S000005636,854277,TFC7,"RNA pol III transcription initiation factor complex (TFIIIC) subunit; part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; TFC7 has a paralog, YNL108C, that arose from the whole genome duplication",NA,11 A_7
MATa-YOR116C,Mat-a,22372,YOR116C,S000005642,854283,RPO31,"RNA polymerase III largest subunit C160, part of core enzyme; similar to bacterial beta-prime subunit and to RPA190 and RPO21",NA,11 A_8
MATa-YOR117W,Mat-a,22373,YOR117W,S000005643,854284,RPT5,One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; recruited to the GAL1-10 promoter region upon induction of transcription; similar to human TBP1,NA,11 A_9
MATa-YOR119C,Mat-a,22375,YOR119C,S000005645,854286,RIO1,Essential serine kinase involved in cell cycle progression and processing of the 20S pre-rRNA into mature 18S rRNA,NA,11 A_10
MATa-YOR122C,Mat-a,22378,YOR122C,S000005648,854289,PFY1,"Profilin; binds actin, phosphatidylinositol 4,5-bisphosphate, and polyproline regions; involved in cytoskeleton organization; required for normal timing of actin polymerization in response to thermal stress; protein abundance increases in response to DNA replication stress",NA,11 A_11
MATa-YOR148C,Mat-a,22404,YOR148C,S000005674,854319,SPP2,"Essential protein that promotes the first step of splicing and is required for the final stages of spliceosome maturation; interacts with Prp2p, which may release Spp2p from the spliceosome following the first cleavage reaction",NA,11 B_2
MATa-YOR149C,Mat-a,22405,YOR149C,S000005675,854320,SMP3,"Alpha 1,2-mannosyltransferase involved in glycosyl phosphatidyl inositol (GPI) biosynthesis; required for addition of the fourth, side branching mannose to the GPI core structure",NA,11 B_3
MATa-YOR176W,Mat-a,22432,YOR176W,S000005702,854347,HEM15,"Ferrochelatase, a mitochondrial inner membrane protein, catalyzes the insertion of ferrous iron into protoporphyrin IX, the eighth and final step in the heme biosynthetic pathway",NA,11 B_10
MATa-YOR181W,Mat-a,22437,YOR181W,S000005707,854353,LAS17,"Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments and a polyproline domain which can nucleate actin filaments independent of Arp2/3; mutants are defective in actin cytoskeleton dependent processes such as: endocytosis, bud site selection and cytokinesis; localizes with the Arp2/3 complex to actin cortical patches; homolog of the Wiskott-Aldrich Syndrome protein (WASP), implicated in severe immunodeficiency",NA,11 B_11
MATa-YOR204W,Mat-a,22460,YOR204W,S000005730,854379,DED1,"ATP-dependent DEAD (Asp-Glu-Ala-Asp)-box RNA helicase; required for translation initiation of all yeast mRNAs; mutations in human DEAD-box DBY are a frequent cause of male infertility; DED1 has a paralog, DBP1, that arose from the whole genome duplication",NA,11 C_1
